Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Djibouti,DJI,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Dominican Republic,DOM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.19,6.982,6.774,6.566,6.358,6.15,6.142,6.134,6.126,6.118,6.11,6.21,6.31,6.41,6.51,6.61,6.633333333,6.656666667,6.68,..
Dominican Republic,DOM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,18.7,18.18,17.66,17.14,16.62,16.1,15.66,15.22,14.78,14.34,13.9,13.56,13.22,12.88,12.54,12.2,11.76666667,11.33333333,10.9,10.9
Ecuador,ECU,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.96,5.93,5.9,5.87,5.84,5.81,5.88,5.95,6.02,6.09,6.16,5.924,5.688,5.452,5.216,4.98,4.72,4.46,4.2,..
Ecuador,ECU,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,18.4,17.96,17.52,17.08,16.64,16.2,15.86,15.52,15.18,14.84,14.5,14.16,13.82,13.48,13.14,12.8,12.4,12,11.6,11.6
"Egypt, Arab Rep.",EGY,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.25,0.258,0.266,0.274,0.282,0.29,0.304,0.318,0.332,0.346,0.36,0.368,0.376,0.384,0.392,0.4,0.386666667,0.373333333,0.36,..
"Egypt, Arab Rep.",EGY,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,24.3,24.26,24.22,24.18,24.14,24.1,24.14,24.18,24.22,24.26,24.3,24.3,24.3,24.3,24.3,24.3,24.33333333,24.36666667,24.4,24.4
El Salvador,SLV,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.86,3.848,3.836,3.824,3.812,3.8,3.702,3.604,3.506,3.408,3.31,3.366,3.422,3.478,3.534,3.59,3.69,3.79,3.89,..
El Salvador,SLV,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,15.9,15.4,14.9,14.4,13.9,13.4,12.98,12.56,12.14,11.72,11.3,10.94,10.58,10.22,9.86,9.5,9.1,8.7,8.3,8.3
Equatorial Guinea,GNQ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.45,7.742,8.034,8.326,8.618,8.91,8.968,9.026,9.084,9.142,9.2,9.176,9.152,9.128,9.104,9.08,8.463333333,7.846666667,7.23,..
Equatorial Guinea,GNQ,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Eritrea,ERI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.57,1.672,1.774,1.876,1.978,2.08,1.94,1.8,1.66,1.52,1.38,1.388,1.396,1.404,1.412,1.42,1.426666667,1.433333333,1.44,..
Eritrea,ERI,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,13.3,12.94,12.58,12.22,11.86,11.5,11.2,10.9,10.6,10.3,10,9.74,9.48,9.22,8.96,8.7,8.366666667,8.033333333,7.7,7.7
Estonia,EST,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.57,10.786,12.002,13.218,14.434,15.65,14.998,14.346,13.694,13.042,12.39,12.39,12.39,12.39,12.39,12.39,11.33666667,10.28333333,9.23,..
Estonia,EST,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,46,45.12,44.24,43.36,42.48,41.6,40.72,39.84,38.96,38.08,37.2,36.42,35.64,34.86,34.08,33.3,32.36666667,31.43333333,30.5,30.5
Eswatini,SWZ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.46,7.31,7.16,7.01,6.86,6.71,6.732,6.754,6.776,6.798,6.82,7.424,8.028,8.632,9.236,9.84,9.906666667,9.973333333,10.04,..
Eswatini,SWZ,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,12.3,12.12,11.94,11.76,11.58,11.4,11.22,11.04,10.86,10.68,10.5,10.36,10.22,10.08,9.94,9.8,9.633333333,9.466666667,9.3,9.3
Ethiopia,ETH,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.76,1.818,1.876,1.934,1.992,2.05,2.14,2.23,2.32,2.41,2.5,2.438,2.376,2.314,2.252,2.19,2.246666667,2.303333333,2.36,..
Ethiopia,ETH,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,6.8,6.7,6.6,6.5,6.4,6.3,6.22,6.14,6.06,5.98,5.9,5.82,5.74,5.66,5.58,5.5,5.4,5.3,5.2,5.2
Fiji,FJI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.24,3.148,3.056,2.964,2.872,2.78,2.824,2.868,2.912,2.956,3,3.066,3.132,3.198,3.264,3.33,3.326666667,3.323333333,3.32,..
Fiji,FJI,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,32.3,31.78,31.26,30.74,30.22,29.7,29.24,28.78,28.32,27.86,27.4,26.94,26.48,26.02,25.56,25.1,24.53333333,23.96666667,23.4,23.4
Finland,FIN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.69,11.974,12.258,12.542,12.826,13.11,13.006,12.902,12.798,12.694,12.59,12.308,12.026,11.744,11.462,11.18,11.04666667,10.91333333,10.78,..
Finland,FIN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,35.7,34.84,33.98,33.12,32.26,31.4,30.68,29.96,29.24,28.52,27.8,27.14,26.48,25.82,25.16,24.5,23.73333333,22.96666667,22.2,22.2
France,FRA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,14.08,13.882,13.684,13.486,13.288,13.09,12.952,12.814,12.676,12.538,12.4,12.448,12.496,12.544,12.592,12.64,12.53666667,12.43333333,12.33,..
France,FRA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,34.2,34.18,34.16,34.14,34.12,34.1,34.04,33.98,33.92,33.86,33.8,33.78,33.76,33.74,33.72,33.7,33.66666667,33.63333333,33.6,33.6
French Polynesia,PYF,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
French Polynesia,PYF,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Gabon,GAB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,10.59,10.344,10.098,9.852,9.606,9.36,9.466,9.572,9.678,9.784,9.89,9.826,9.762,9.698,9.634,9.57,9.293333333,9.016666667,8.74,..
Gabon,GAB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
"Gambia, The",GMB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.14,4.166,4.192,4.218,4.244,4.27,4.178,4.086,3.994,3.902,3.81,3.782,3.754,3.726,3.698,3.67,3.63,3.59,3.55,..
"Gambia, The",GMB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,22.5,21.76,21.02,20.28,19.54,18.8,18.2,17.6,17,16.4,15.8,15.3,14.8,14.3,13.8,13.3,12.73333333,12.16666667,11.6,11.6
Georgia,GEO,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.41,4.806,5.202,5.598,5.994,6.39,7.046,7.702,8.358,9.014,9.67,9.658,9.646,9.634,9.622,9.61,9.156666667,8.703333333,8.25,..
Georgia,GEO,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,32.8,32.76,32.72,32.68,32.64,32.6,32.52,32.44,32.36,32.28,32.2,32.16,32.12,32.08,32.04,32,31.9,31.8,31.7,31.7
Germany,DEU,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,14.16,13.984,13.808,13.632,13.456,13.28,13.152,13.024,12.896,12.768,12.64,12.724,12.808,12.892,12.976,13.06,13.01,12.96,12.91,..
Germany,DEU,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,36.4,35.54,34.68,33.82,32.96,32.1,31.34,30.58,29.82,29.06,28.3,27.62,26.94,26.26,25.58,24.9,24.1,23.3,22.5,22.5
Ghana,GHA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.3,4.994,4.688,4.382,4.076,3.77,3.868,3.966,4.064,4.162,4.26,4.032,3.804,3.576,3.348,3.12,2.996666667,2.873333333,2.75,..
Ghana,GHA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,7,6.78,6.56,6.34,6.12,5.9,5.7,5.5,5.3,5.1,4.9,4.76,4.62,4.48,4.34,4.2,4,3.8,3.6,3.6
Greece,GRC,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,10.18,10.29,10.4,10.51,10.62,10.73,10.518,10.306,10.094,9.882,9.67,9.834,9.998,10.162,10.326,10.49,10.38666667,10.28333333,10.18,..
Greece,GRC,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,54.9,53.62,52.34,51.06,49.78,48.5,47.38,46.26,45.14,44.02,42.9,41.9,40.9,39.9,38.9,37.9,36.76666667,35.63333333,34.5,34.5
Grenada,GRD,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.8,9.592,9.384,9.176,8.968,8.76,8.67,8.58,8.49,8.4,8.31,8.462,8.614,8.766,8.918,9.07,9.206666667,9.343333333,9.48,..
Grenada,GRD,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Guam,GUM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Guam,GUM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Guatemala,GTM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.4,4.378,4.356,4.334,4.312,4.29,4.134,3.978,3.822,3.666,3.51,3.318,3.126,2.934,2.742,2.55,2.516666667,2.483333333,2.45,..
Guatemala,GTM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,14.3,14.12,13.94,13.76,13.58,13.4,13.22,13.04,12.86,12.68,12.5,12.32,12.14,11.96,11.78,11.6,11.4,11.2,11,11
Guinea,GIN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.67,0.69,0.71,0.73,0.75,0.77,0.756,0.742,0.728,0.714,0.7,0.774,0.848,0.922,0.996,1.07,1.083333333,1.096666667,1.11,..
Guinea,GIN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Guinea-Bissau,GNB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.15,4.382,4.614,4.846,5.078,5.31,5.142,4.974,4.806,4.638,4.47,4.586,4.702,4.818,4.934,5.05,5.16,5.27,5.38,..
Guinea-Bissau,GNB,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,18,17.4,16.8,16.2,15.6,15,14.54,14.08,13.62,13.16,12.7,12.3,11.9,11.5,11.1,10.7,10.23333333,9.766666667,9.3,9.3
Guyana,GUY,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.98,8.78,8.58,8.38,8.18,7.98,7.74,7.5,7.26,7.02,6.78,6.894,7.008,7.122,7.236,7.35,7.196666667,7.043333333,6.89,..
Guyana,GUY,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,30.2,28.98,27.76,26.54,25.32,24.1,23.1,22.1,21.1,20.1,19.1,18.3,17.5,16.7,15.9,15.1,14.26666667,13.43333333,12.6,12.6
Haiti,HTI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.97,3.948,3.926,3.904,3.882,3.86,3.686,3.512,3.338,3.164,2.99,2.93,2.87,2.81,2.75,2.69,2.703333333,2.716666667,2.73,..
Haiti,HTI,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,12.3,12.02,11.74,11.46,11.18,10.9,10.66,10.42,10.18,9.94,9.7,9.48,9.26,9.04,8.82,8.6,8.366666667,8.133333333,7.9,7.9
Honduras,HND,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.5,3.576,3.652,3.728,3.804,3.88,3.822,3.764,3.706,3.648,3.59,3.57,3.55,3.53,3.51,3.49,3.58,3.67,3.76,..
Honduras,HND,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,#VALUE!,#VALUE!,..,#VALUE!,#VALUE!,..,..
Hungary,HUN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,14.27,14.328,14.386,14.444,14.502,14.56,14.066,13.572,13.078,12.584,12.09,11.992,11.894,11.796,11.698,11.6,11.51666667,11.43333333,11.35,..
Hungary,HUN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,37.4,37.1,36.8,36.5,36.2,35.9,35.64,35.38,35.12,34.86,34.6,34.32,34.04,33.76,33.48,33.2,32.86666667,32.53333333,32.2,32.2
Iceland,ISL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.03,7.172,7.314,7.456,7.598,7.74,7.692,7.644,7.596,7.548,7.5,7.748,7.996,8.244,8.492,8.74,8.866666667,8.993333333,9.12,..
Iceland,ISL,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,30.2,28.96,27.72,26.48,25.24,24,23.02,22.04,21.06,20.08,19.1,18.32,17.54,16.76,15.98,15.2,14.33333333,13.46666667,12.6,12.6
India,IND,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.28,2.29,2.3,2.31,2.32,2.33,2.734,3.138,3.542,3.946,4.35,4.588,4.826,5.064,5.302,5.54,5.54,5.54,5.54,..
India,IND,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,54.5,52.7,50.9,49.1,47.3,45.5,44.02,42.54,41.06,39.58,38.1,36.92,35.74,34.56,33.38,32.2,30.83333333,29.46666667,28.1,28.1
Indonesia,IDN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.5,0.496,0.492,0.488,0.484,0.48,0.502,0.524,0.546,0.568,0.59,0.592,0.594,0.596,0.598,0.6,0.59,0.58,0.57,..
Indonesia,IDN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,35.4,35.48,35.56,35.64,35.72,35.8,35.9,36,36.1,36.2,36.3,36.38,36.46,36.54,36.62,36.7,36.86666667,37.03333333,37.2,37.2
"Iran, Islamic Rep.",IRN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.21,0.284,0.358,0.432,0.506,0.58,0.666,0.752,0.838,0.924,1.01,1.01,1.01,1.01,1.01,1.01,1.016666667,1.023333333,1.03,..
"Iran, Islamic Rep.",IRN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,21.5,21,20.5,20,19.5,19,18.6,18.2,17.8,17.4,17,16.66,16.32,15.98,15.64,15.3,14.86666667,14.43333333,14,14
Iraq,IRQ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.45,0.448,0.446,0.444,0.442,0.44,0.45,0.46,0.47,0.48,0.49,0.466,0.442,0.418,0.394,0.37,0.376666667,0.383333333,0.39,..
Iraq,IRQ,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,22,21.72,21.44,21.16,20.88,20.6,20.46,20.32,20.18,20.04,19.9,19.74,19.58,19.42,19.26,19.1,19,18.9,18.8,18.8
Ireland,IRL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,15.13,14.944,14.758,14.572,14.386,14.2,13.774,13.348,12.922,12.496,12.07,12.15,12.23,12.31,12.39,12.47,12.60666667,12.74333333,12.88,..
Ireland,IRL,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,35.6,34.72,33.84,32.96,32.08,31.2,30.38,29.56,28.74,27.92,27.1,26.44,25.78,25.12,24.46,23.8,23,22.2,21.4,21.4
Israel,ISR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.08,3.004,2.928,2.852,2.776,2.7,2.784,2.868,2.952,3.036,3.12,3.268,3.416,3.564,3.712,3.86,3.976666667,4.093333333,4.21,..
Israel,ISR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,31.7,31.08,30.46,29.84,29.22,28.6,28.06,27.52,26.98,26.44,25.9,25.4,24.9,24.4,23.9,23.4,22.8,22.2,21.6,21.6
Italy,ITA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,10.37,10.178,9.986,9.794,9.602,9.41,8.996,8.582,8.168,7.754,7.34,7.39,7.44,7.49,7.54,7.59,7.673333333,7.756666667,7.84,..
Italy,ITA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,26.2,26.02,25.84,25.66,25.48,25.3,25.14,24.98,24.82,24.66,24.5,24.36,24.22,24.08,23.94,23.8,23.63333333,23.46666667,23.3,23.3
Jamaica,JAM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.91,4.814,4.718,4.622,4.526,4.43,4.42,4.41,4.4,4.39,4.38,4.342,4.304,4.266,4.228,4.19,4.2,4.21,4.22,..
Jamaica,JAM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,17.4,16.9,16.4,15.9,15.4,14.9,14.48,14.06,13.64,13.22,12.8,12.44,12.08,11.72,11.36,11,10.56666667,10.13333333,9.7,9.7
Japan,JPN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.23,8.182,8.134,8.086,8.038,7.99,7.832,7.674,7.516,7.358,7.2,7.334,7.468,7.602,7.736,7.87,7.9,7.93,7.96,..
Japan,JPN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,33.3,32.52,31.74,30.96,30.18,29.4,28.68,27.96,27.24,26.52,25.8,25.18,24.56,23.94,23.32,22.7,21.96666667,21.23333333,20.5,20.5
Jordan,JOR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.62,0.628,0.636,0.644,0.652,0.66,0.656,0.652,0.648,0.644,0.64,0.65,0.66,0.67,0.68,0.69,0.69,0.69,0.69,..
Jordan,JOR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,30.7,30.9,31.1,31.3,31.5,31.7,31.88,32.06,32.24,32.42,32.6,32.82,33.04,33.26,33.48,33.7,34,34.3,34.6,34.6
Kazakhstan,KAZ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.18,8.41,8.64,8.87,9.1,9.33,8.458,7.586,6.714,5.842,4.97,4.908,4.846,4.784,4.722,4.66,4.693333333,4.726666667,4.76,..
Kazakhstan,KAZ,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,34.2,33.54,32.88,32.22,31.56,30.9,30.34,29.78,29.22,28.66,28.1,27.56,27.02,26.48,25.94,25.4,24.76666667,24.13333333,23.5,23.5
Kenya,KEN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.83,3.666,3.502,3.338,3.174,3.01,3.066,3.122,3.178,3.234,3.29,3.186,3.082,2.978,2.874,2.77,2.773333333,2.776666667,2.78,..
Kenya,KEN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,19.3,18.8,18.3,17.8,17.3,16.8,16.38,15.96,15.54,15.12,14.7,14.32,13.94,13.56,13.18,12.8,12.36666667,11.93333333,11.5,11.5
Kiribati,KIR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.96,2,2.04,2.08,2.12,2.16,2.058,1.956,1.854,1.752,1.65,1.424,1.198,0.972,0.746,0.52,0.5,0.48,0.46,..
Kiribati,KIR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,68.5,66.88,65.26,63.64,62.02,60.4,58.86,57.32,55.78,54.24,52.7,51.44,50.18,48.92,47.66,46.4,44.83333333,43.26666667,41.7,41.7
"Korea, Dem. People's Rep.",PRK,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.52,3.552,3.584,3.616,3.648,3.68,3.7,3.72,3.74,3.76,3.78,3.788,3.796,3.804,3.812,3.82,3.813333333,3.806666667,3.8,..
"Korea, Dem. People's Rep.",PRK,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,28.5,27.84,27.18,26.52,25.86,25.2,24.62,24.04,23.46,22.88,22.3,21.76,21.22,20.68,20.14,19.6,19,18.4,17.8,17.8
"Korea, Rep.",KOR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.31,11.964,11.618,11.272,10.926,10.58,10.458,10.336,10.214,10.092,9.97,9.984,9.998,10.012,10.026,10.04,9.926666667,9.813333333,9.7,..
"Korea, Rep.",KOR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,35,34.14,33.28,32.42,31.56,30.7,29.96,29.22,28.48,27.74,27,26.36,25.72,25.08,24.44,23.8,23,22.2,21.4,21.4
Kuwait,KWT,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.038,0.0342,0.0304,0.0266,0.0228,0.019,0.0216,0.0242,0.0268,0.0294,0.032,0.0262,0.0204,0.0146,0.0088,0.003,0.003,0.003,0.003,..
Kuwait,KWT,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,20,19.9,19.8,19.7,19.6,19.5,19.38,19.26,19.14,19.02,18.9,18.78,18.66,18.54,18.42,18.3,18.16666667,18.03333333,17.9,17.9
Kyrgyz Republic,KGZ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.45,9.798,10.146,10.494,10.842,11.19,10.968,10.746,10.524,10.302,10.08,9.582,9.084,8.586,8.088,7.59,7.146666667,6.703333333,6.26,..
Kyrgyz Republic,KGZ,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,31.4,31.18,30.96,30.74,30.52,30.3,30.12,29.94,29.76,29.58,29.4,29.2,29,28.8,28.6,28.4,28.13333333,27.86666667,27.6,27.6
Lao PDR,LAO,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.66,4.602,4.544,4.486,4.428,4.37,4.916,5.462,6.008,6.554,7.1,7.69,8.28,8.87,9.46,10.05,10.27333333,10.49666667,10.72,..
Lao PDR,LAO,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,52.5,51.24,49.98,48.72,47.46,46.2,45.06,43.92,42.78,41.64,40.5,39.56,38.62,37.68,36.74,35.8,34.7,33.6,32.5,32.5
Latvia,LVA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.76,9.4,10.04,10.68,11.32,11.96,11.894,11.828,11.762,11.696,11.63,11.832,12.034,12.236,12.438,12.64,12.68333333,12.72666667,12.77,..
Latvia,LVA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,43.8,43.42,43.04,42.66,42.28,41.9,41.54,41.18,40.82,40.46,40.1,39.78,39.46,39.14,38.82,38.5,38.06666667,37.63333333,37.2,37.2
Lebanon,LBN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,2.96,2.83,2.7,2.57,2.44,2.31,2.236,2.162,2.088,2.014,1.94,1.882,1.824,1.766,1.708,1.65,1.67,1.69,1.71,..
Lebanon,LBN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,40.2,40.1,40,39.9,39.8,39.7,39.58,39.46,39.34,39.22,39.1,39.02,38.94,38.86,38.78,38.7,38.6,38.5,38.4,38.4
Lesotho,LSO,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.31,6.922,6.534,6.146,5.758,5.37,5.596,5.822,6.048,6.274,6.5,6.16,5.82,5.48,5.14,4.8,4.73,4.66,4.59,..
Lesotho,LSO,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,31.1,30.66,30.22,29.78,29.34,28.9,28.56,28.22,27.88,27.54,27.2,26.88,26.56,26.24,25.92,25.6,25.2,24.8,24.4,24.4
