Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,739424183997.11,796313419467.26,832994162706.44,921346210842.91,1019169571078.6,1149413891143.26,1377140017500.43,1749171686571.78,1976691485172.53,2309262098975.38,2400125275417.02,2720266987850.11,3320003493983.55,4061402569918.03,4600310631118.57,4094326140569.37,3945580584994.18,3827638388712.5,3678883988218.08,3807116150319.95,5196400831596.9,6421136044387.53,7147514395013.96,7242831612556.36,8860886770157.08,9141573886174.29,9801290856261.89,9002867476236.01,9413178013838.71,10871934351635.8,11096330164781.8,10521055309836.1,10794673797081,10674805143025.6,10062644063691.1,10163007675953.9,11133529792287,13537478320357.3,15776874044619.2,16784487175829.8,18178450119096,21245717787580.1,23375404048532.6,20561162266597.6,21025776092026.9,23314072718003.9,22462345376234.4,23481224437521.6,23811885452932.2,20513326700882.6,20453731054147.2,21680175761930.6,23224055731756.6,22941556433612.1,22133908631128.1,25046912741672.4
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2069465326.42,1753850416.76,1518208221.24,1824344492.08,2244146867.91,2387048255.45,2429309513.81,2553596091.82,2582180794.19,3112166848.3,2862504170,2754220263.03,3185987234.84,3891755551.94,6599259421,7731677256.81,9091924304.83,11026346589.5,11922502170.64,14175166007.58,17881514682.88,21810767209.37,19929853574.61,17152483214.35,16912515183.28,17149094589.98,15314143988.06,13945431882.23,13051886552.34,13890828707.65,15239278100.35,16988535267.63,18094238119.06,18938717358.68,22708673336.67,24432884442.22,25226393196.6,28162053026.51,27981896948.47,19645272636.32,18327764882.44,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,101726331000,99290381000,99937696000,104295862000,107562008000,108108009000,99291124000,106165866000
Egypt,EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,4948667540.41,5278005611.91,5605484298.98,5932242990.65,6524455205.81,8042200452.15,8609283346.09,9299638055.84,10098534613.44,9228963224.6,11632178868.92,13315988083.42,14400806875.99,14811704063.07,18020571428.57,21669908176.39,22136081081.08,27655172413.79,30966239813.74,33971188991.61,39053502251.07,41253507951.36,40455616653.57,34980124929.02,39756299049.98,42978914311.35,37387836490.53,41855986519.42,46578631452.58,51897983392.65,60159245060.45,67629716981.13,78436578171.09,84828807556.08,90710704806.84,99838543960.08,96684636118.6,85146067415.73,80288461538.46,78782467532.47,89600665557.4,107426086956.52,130437828371.28,162818181818.18,189147005444.65,218983666061.71,235989672977.63,279116666666.67,288434108527.13,305595408895.27,329366576819.41,332441717791.41,235733695652.17,249712999437.25,303080865603.65,365252651278.85,404142766093.05
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,244832935017.63,268965157140.85,298819018812.34,335341706018.76,373024086802.03,407740494856.14,444882672260.91,483418521497.1,518991584973.93,579332792192.93,642618088368.82,728350554974.31,879866290916.2,1142236590690.38,1295369699850.02,1501998418268.04,1567495504827.94,1782977995170.69,2183343538754.24,2644833360482.99,2962180543669.06,2574374750648.22,2492494872148.43,2431610581355.91,2332402739282.44,2396184424241.68,3362906739591.32,4159430693750.94,4574520626626.7,4672688524983.16,5880686952499.88,6114121761315.69,6745616975554.08,6172470672291.46,6515616661978.12,7515711917825.14,7604595626511.77,6952260676501.13,7149267346201.28,7116178840772.46,6495501325035.75,6596320042271.13,7199933607653.37,8862289873787.83,10160380132231.7,10523534336457.1,11184044963017,12879111927841.3,14158257823461.1,12938506901373.2,12641279097270.1,13637358251246.6,12638199928858.1,13195371020219.7,13508854391651.8,11674422820798.6,11972520804230.6,12677749892531.3,13699406014418.1,13416061270575.3,13027258675468.3,14493212396452.5
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.65,467872714.76,531688311.69,578015625,693535954.19,686490090.14,745526154.93,688921325.71,706370815.58,752368495.51,729321366.65,870247703.18,1109054005.44,1098425900.74,1211161879.67,1317974491.06,1380188800,1856695551.22,1589515447.15,2065001626.02,,,,,,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075.4,13834300571.48,16138545209.25,19074913947.72,21343844643.73,24756958694.92,28721062242.16,31647119228.2,31475548481.41,36038711599.54,40992995008.32,46619420359.28,59132415221.33,78639525985.15,97274006345.54,114777046376.81,118507184779.91,132449277108.43,160599687500,214601955875.06,232766822928.75,202807891511.98,195996754505.53,170951185614.85,172102910370.52,180793463796.48,251321075204.94,318747935588.2,376160409941.44,414757056922,536558591250.41,577166174539.63,630916018202.5,525075636030.85,530562634455.35,614609020549.77,642588992512.81,590077272727.27,619214834614.1,634907542858.3,598363313494.9,627830029412.21,708756677088.63,907491523174.12,1069055675273.75,1153715822717.51,1260398977831.76,1474002579820,1631863493552.34,1491472923706.64,1422108199783.34,1480710495710.12,1324744314781.64,1355142585077.65,1371222712535.68,1195599995808.59,1232912963206.23,1312539279462.36,1420994142512.16,1393046093137.25,1281484640043.58,1425276586282.92
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502970889.06,4786018988.16,5154420649.23,5674080542.89,5756912265.76,5686579747.54,6254649538.98,7367975887.73,9874013098.46,12145911801.24,14106790200.22,17022870405.22,22449129482.62,24341678628.97,19633031397.61,19523477325.62,23213994093.46,23019150071.19,25115753366.11,26634083965.1,22890762090.15,24072829276.77,26924385103.07,30489500904.86,31045591753.49,30650285471.72,36262924353.6
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903188.41,7707678019.32,8567890821.26,8096302367.15,9480840483.09,9848600869.57,10527338647.34,10908935748.79,11476584879.23,12175166763.29,13463868357.49,10492993077.61,8830712713.91,6927950564.56,7663984567.9,8547939730.62,8589211390.5,7818224905.55,7700833482.01,8242392103.68,8231326016.47,7850809498.17,8623691300.04,10131187261.44,12401139453.97,15280861834.6,19707616772.8,27066912635.22,32437389116.04,29933790334.34,31952763089.33,43310721414.08,47648211133.22,55612228233.52,64589334978.8,74296618481.09,81770791970.98,84269348327.35,95912590628.14,107657734392.45,111271112329.98
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,725931117202.68,820813003647.74,990428711523.76,1282020509407.61,1451750057862.35,1690875090425.37,1770054233927.2,2004900497340.86,2442696478420.52,2952838432090.34,3303181850263.89,2879984188262.2,2777376665977.44,2702069500746.21,2603395491959.08,2677660947369.09,3744041974466.61,4631250656846.37,5084288198655.59,5193668896729.2,6498471911158.62,6736015994578.52,7406290275006.52,6761114918561.71,7161872216278.51,8296026012678.74,8431518032299.25,7733761443399.13,7969786047468.6,7925751140105.29,7276100425846.39,7393822815819.07,8083838310847.3,9931880091381.26,11419026235917.2,11910846593666.3,12713924308247,14728760786208.9,16297628240370.6,14763782458925.1,14557639624574.1,15759494356498.2,14636200267663.1,15299732275660.3,15652098620138.5,13551929359932.8,13893207820569.6,14766273067392.1,15978719985091.5,15691850452107.3,15300141971364.8,17088620744318.8
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,47957291357.53,53470047639.98,65260461024.31,66196981810.79,75751428681.44,92850611274.32,137943670886.64,154927093379.85,182412706200.68,200745688886.7,221054437070.88,279275220757.63,349306732012.75,486124843805.96,465592977918.01,397037116113.93,358949595250.19,366537487505.79,355466079876.28,366404573709.12,383951771465.99,381374979747.72,551558495418.02,381433136857.28,347798646638.59,326504530209.94,314398167977.56,362037937502.52,374207921197.87,424067275056.13,419824904628.54,452435175589.48,525986618639.51,524884814023.48,515367591188.76,539751867313.96,681507623285.61,856531790827.96,1057797010427.97,1288897462343.96,1635753230744.8,1512209062483.38,1783717857883.98,1678756775932.42,1877756707178.7,1946596506024.74,2049521652800.08,1651524360400,1554689216357.47,1644757314707.75,1680875741828.21,1791408028660.02,1675307026432.75,1795312624367.93
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102195.53,5921659485.03,6340580854.39,6885920328.66,7766655085.79,8589340019.03,9208524504.88,9368954010.31,8823033880.33,10070766720.5,11357516987.54,12527405512.93,14743186119.87,19472363466.63,24848821490.47,29472623242.28,31849513771.35,33499799321.23,36256160288.81,44465255686.15,53645202422.7,52448332874.07,52797582336.25,50973526900.09,52888800949.74,55875863392.17,73531550551.26,91594751792.24,109058990760.48,119012054870.45,141438345513.92,127773856785.77,112532519246.08,89214114708.03,103299943084.8,134189814814.82,132129174216.93,126912152101.71,134038718291.06,135264083658.69,126019543413.33,129533107311.81,140404460203.14,171652458349.41,197479443979.15,204885494686.38,217089269791.76,256378067752.16,285716311136.72,253497520828.52,249424310816.67,275604356167.32,258290060227.73,271362405890.59,274862826772.16,234534382384.77,240771351298.83,255647979916.47,275715087494.9,268508200125.49,271836962949.42,299155237589.14
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.11,116987784.91,122906434.96,129454728.62,140032741.47,147084750.03,150603925.52,162625885.86,166952937.14,182182067.7,219878482.17,247749327.72,316650508.97,425963359.36,558589870.9,684268280.81,694552411.72,719533137.13,829239489.84,1019743927.25,1202567359.41,1235665808.57,1194122694.12,1123107276.3,1177997413.63,1141123439.67,1290228616.82,1177908191.98,1109976927.92,1182686577.23,1337024782.23,1383843860.12,1532401862.94,1636074717.86,1825763267.54,1970347720.97,2128696643.63,2090184941.47,1653160861.69,1936484565.39,1678239218.27,1652464201,1833279985.37,2300453634.35,2708078476.63,2980484920.17,3076305452.87,3378314599.76,3523185919.56,2870624635.68,3140508835.95,3774530615.66,3972012570.53,4190143206.26,4856963229.84,4682546863.08,4930204229.72,5353404422.08,5581371850.15,5496264765.78,4574413823.31,4592118709.55
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62225478000.88,67461644222.04,75607529809.93,84759195105.87,94007851047.37,101537248148.43,110045852177.93,118972977486.21,129785441507.46,141903068680.31,148456359985.83,165966615366.4,203494148244.47,264429876252.21,285552373158.76,360832186018.05,372319038514.07,410279486493.72,506707848837.21,613953129818.07,701288419745.42,615552202776.1,584877732308.61,559869179791.72,530683779929.45,553138414367.06,771470783218.11,934173305685.91,1018847043277.17,1025211803413.53,1269179616913.63,1269276828275.78,1401465923172.24,1322815612694,1393982750472.59,1601094756209.75,1605675086549.56,1452884917959.09,1503108739159.44,1493151737698.46,1365639660792.16,1377657339291.34,1501409382971.38,1844544792036.86,2119633181634.37,2196945232435.8,2320536221304.7,2660591246211.77,2930303780828.12,2700887366932.03,2645187882116.67,2865157541994.17,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.5,2472964344587.17,2595151045197.65,2790956878746.66,2728870246705.88,2630317731455.26,2937472757953.44
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113926695.32,1131532926.23,1068278259.58,1162024799.35,1276375289.75,1500235286.97,1708217188.83,1754406443.33,2014663348.36,2333137388.17,2488397638.34,2295640657.35,2322202663.54,2499152495.02,2414380664.65,2677296440.72,2901131403.12,2561824640.68,2804863556.01,2969876872.28,3180074747.41,3268839775.69,3240759988.99,
Micronesia,FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,412479413.36,407515927.98,404178049.75
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468978.38,167637908.49,182796536.5,154480244.24,215679855.27,226474285.58,245849781.71,271543680.28,294468564.53,318124701.05,323802475.48,381687073.05,430508357.73,722780701.13,1544216003.97,2157592936.62,3009409970.87,2809349074.14,2389479269.23,3030251116.39,4279637933.95,3862269126.93,3618007844.44,3391275731.36,3561451562.22,3339914759.38,3403638193.62,3281797038.68,3834503378.35,4186411457.43,5952293765.94,5402919956.94,5592390848.53,4378645081.02,4190819314.03,4958845906.35,5694040336.83,5326816859,4483417119.84,4662992036.21,5080483464,5023265365.25,5335451307.54,6511903657.44,7770219479.73,9582783318.39,10327598800.67,12455410055.75,15571349775.78,12113699660.68,14372591916.48,18210308748.29,17170465294.03,17595745653.37,18203968001.89,14383107714.04,14023890620.34,14929488770.73,16867325126.54,16874405839.79,15316824039.33,18269350433.8
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233967692.1,77741965703.35,81247564156.82,86561961812.32,94407558351.16,101824755078.99,108572752102.05,113116888210.79,107759910067.89,116464702803.22,130671946244.3,148113896325.14,169965034965.04,192537971582.56,206131369798.97,241756637168.14,232614555256.07,263066457352.17,335883029721.96,438994070309.19,564947710899.37,540765675241.16,515048916841.37,489618008185.54,461487097632.35,489285164271.05,601452653180.89,745162608269.33,910122732123.8,926884816753.93,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1346422597443.59,1421514820592.82,1559569417157.83,1653391851606.49,1685762821549.91,1662127402027.54,1643908161796.46,1784076738609.11,2057093877551.02,2421814353716.59,2544829090909.09,2717059797608.1,3106182472989.2,2938882352941.18,2425798410967.44,2491110093454.18,2674891473843.81,2719158341005.79,2803291406029.93,3087165602962.86,2956573778737.76,2722851958486.23,2699016715111.39,2900791442554.06,2878673912414.44,2756900214107.32,3186859739185.02
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501867.76,6357615894.04,3690328963.64,2701181331.31,2514070771.8,2693768412.89,3095047603.81,3510520231.21,3613541516.77,2800049394.91,3057475335.19,3219488663.77,3395728013.85,3991284895.37,5125365191.99,6410823633.25,7745394293.42,10172882370.55,12795076469.01,10766836276.56,12243505582.67,15107441446.78,16488403076.36,17189551520.98,17627003454.72,14953950557.44,15141758566.78,16242916915.72,17596922469.92,17470436258.51,15842922532.72,18700241392.16
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217086834.73,1302521008.4,1382352941.18,1540616246.5,1731092436.97,2053221288.52,2126050420.17,1746806039.49,1666910166.29,1962051319.26,2215029450.38,2417107708.25,2112292944.64,2465492957.75,2894409937.89,2810106382.98,2765254237.29,3189428571.43,3662478184.99,4020227920.23,4445228215.77,4222441614.97,4035994397.76,4057275042.83,4412279843.44,4504342149.43,5727602644.71,5074829931.97,5197840979.13,5251764264.27,5889174825.49,6596546195.65,6413901601.83,5966255778.12,5444560669.46,6465137614.68,6934984709.48,6891308593.75,7480968858.13,7719354838.71,4983024408.15,5314909953.93,6166330136.29,7632406552.84,8881368538.08,10744675209.9,20440893017.16,24827844949.6,28678701891.1,26048108185.05,32197272797.2,39337314809.94,41270954737.25,62823043706.47,54782847752.54,49406568432.67,56165172898.87,60406382898.52,67299280679.56,68337537815.77,70043199813.69,77594279054.88
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1995186720.75,2041538039.58,2384295982.38,2432029433.83,2666750685.85,3015058138.93,3284620543.23,3279096606.21,3383092827.59,3693710532.91,3868968301.92,3783700461.64,3588375476.76,3461282543.13,2995361140.63,2829435956.52,2950198648.95,3446441698.01,3635458132.65,2937071767.26,4220019242.75,6281917655.9,6964179193.84,6716904568.76,6853467857.61,6785137172.77,7638045254.43,8376613843.27,8778473614.55,8794202443.67,8595955581.22,10324668266.59,11857030336.53,13442861443.75,14169626010.12,15850520383.99
Gambia,GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212353.7,46695363.16,41160658.57,45168722.7,52296836.75,55728608.97,59161545,75187969.92,95797533.46,115182522.12,112189468.48,138094243.35,171836793.4,207114382.55,241080708.89,218764445.78,216051495.96,213446562.57,177338801.93,225724851.69,185646209.39,220626484.22,266673126.23,284119692.49,317083373.52,690314321.37,714255460.5,755042548.06,746491692.58,785996982.49,848237108.56,803630742.53,840285264.63,814723460.08,782915402.42,687408804.63,578236035.1,487038821.61,961900106.89,1027702254.39,1054113426.71,1279704744.83,1561763437.03,1450140385.97,1543292392.55,1409694553.91,1415006238.1,1375608956.1,1229460601.92,1378176868.32,1484579844.37,1504909753.29,1670670668.59,1813608279.65,1830412999.96,2078070683.55
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78733594.84,78540057.14,87702828.57,89374237.29,98775328.95,108985740.16,112386489.01,114971207.21,122666858.79,118537875.13,110653830.72,154731969.7,165523634.5,163577538.33,138478900.63,143856253.13,130225018.75,173836362.01,164458120.32,213143016.45,243961995.51,257150374.07,226313443.75,236880821.66,235620043.5,253966922.28,270419779.42,268550998.22,206457544.5,224446663.8,371095510.05,392621385.89,417806667.08,477458598.71,532062927.38,587029054.44,592365688.05,696910810.92,868154708.52,830126469.99,849878424.23,1099818651.98,989271229.64,1046087417.97,1054915645.2,1048229629.42,1179004941.23,1350177127.55,1504630120.99,1439638443.38,1431758242.9,1638517533.17
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751.45,10840095.13,12712471.4,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.39,103653049.94,103987520.08,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118564.85,76407396.76,93345847.73,100534663.29,88265974.58,112119406.55,110906032.08,134707184.36,136047896.16,100807001.81,141853368.26,232463036.44,442337849.47,370687618.72,621117885.67,1045998496.44,1461139022.03,1806742742.27,2484745935.09,4410764338.67,8217369092.65,10086528698.86,13071718758.74,19749893536.32,15027795173.22,16314442183.35,21357344847.5,22388345810.25,21948835350.34,21765454404.42,13185496836.41,11240809132.41,12200912828.37,13097011208.46,11364134108.62,10099157269.8,12269392788.74
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4335186016.84,4961400439.32,5213047711.43,5895278024.09,6669673257.12,7689154053.36,8591517943.6,9275600800.36,10090675902.54,11615657031.24,13139863636.36,14591750000,16885511363.64,22347848101.27,25351306818.18,28525876726.89,31152835820.9,36176234967.62,44270204081.63,54481876724.93,56829664268.59,52346506765.07,54617989795.92,49428873839.01,48020024183.8,47820851221.32,56379593476.14,65652750377.45,76261277924.57,79169043222.83,97891092003.44,105143232379.88,116224672863.78,108809059155.77,116601801966.29,136878365936.17,145861612400.91,143157600149.76,144428172489.34,142588875293.75,130457756628.44,136309295225.34,154564203586.95,202370140236.27,240963562236.13,247875422204.41,273546728473.07,318902829550.73,355908689477.45,331308500253.27,297124961971.5,282995942006.56,242029307133.41,238907690051.13,235458133124.61,195683527003.38,193148146586.93,199844406013.53,212049447242.11,205144152830.85,188835201625.91,216240589485.26
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,71494495.19,88322386.3,102244362.22,110900457.04,115651918.89,125435590,131803552.22,145533310.74,167728455.19,187589522.59,215009569.63,236357523.7,267327642.22,278098762.96,300757888.89,310160444.44,309812185.19,325111814.81,342172518.52,366911444.44,392190592.59,445903592.59,482009370.37,520044370.37,520444185.19,540336925.93,591018407.41,599118592.59,695555555.56,698700666.67,758683592.59,825976037.04,771275555.56,771013259.26,778655925.93,799882259.26,842620111.11,911497407.41,997007925.93,1061640740.74,1125685185.19,1166523555.56,1213485185.19,1043411111.11,1122083185.19
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520026.67,88570952.87,106101175.66,140153748.24,169918948.63,211194305.7,240780413.56,282269373,355989047.26,420642463.41,476055288.42,435746974.76,402405069.37,416183706.94,379371608.44,412876071.12,603015696.45,787392365.83,898611007.95,929796722.39,1018970364.86,1016493394.83,1037921836.95,927219728.87,1005879948.43,1208946165.93,1197509786.68,1072147778.03,1149862702.96,1131561595.14,1068030829.76,1086172922.57,1169138789.31,1558753434.43,1822486688.59,1849805732.96,2013099482.07,2249811708.95,2499107510.64,2529948329.57,2503156060.53,2684467375.71,2609667673.72,2684952726.88,2842048997.77,2499115623,2707146783.13,2851610655.92,3055791340.7,2994332323.75,3075968328.7,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652086.96,7231963515.98,7084399840,7841602824.43,8410724360.8,7650125217.35,9406097735.09,10440842165.32,11399942453.06,12983235568.23,14655404433.28,15674835615.31,17790026221.61,19395491992.99,18318412251.36,19288827158.9,18405203853.1,20444205991.03,21576351798.91,23577286226.64,26783543667.06,29744368110.91,33567868322.63,38503862830.69,37125943564.99,40676432028.59,46876114650.5,49593961141.75,52996540703.59,57852399963.79,62186186575.74,66053725049.01,71654134378.53,73208583758.91,77020015201.32,77604632620.65,85986321551.24
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6060000000,6364000000,5844000000,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170215248.21,185848451.26,194948375.43,175756868.69,194773376.89,213235294.12,228705882.35,250176470.59,229750000,249300000,267800000,282050000,285380952.38,307047619.05,433954545.45,494791666.67,454440000,449880000,507080000,530440000,603200000,570357107.14,482000000,489333333.33,437631605.26,453488372.09,504651139.53,354591846.94,413799990,379779389.71,396582263.29,348533094.81,373573141.49,454101382.49,540874934.2,621626785.92,705406001.42,749138009.56,717530683.17,694754988.26,712667896.73,712167575.62,726131434.72,743064076.79,787814379.18,824880550.34,2379818382.99,2730971150.01,3025187923.59,3165663152.73,3432913073.24,3691384317.52,4063089191.88,4167800259.21,4127659492.02,4279840193.7,4482697336.56,4748174334.14,4787636237.24,5173760191.85,5471256594.72,7409179920.86
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1069224286225.67,1131820800485.88,1221770864128.5,1316147609027.84,1436599732483.84,1560087191224.76,1711422184660.74,1836211863666.78,1991235599219.91,2190768574307.91,2393471564327.67,2657178687211.82,3082275756117.02,3729426056832.35,4204936667939.7,4691983007047.77,5112771154293.38,5789925390521.96,6937879796564.73,8021655305456.59,8959658940605.21,9095619219977.51,9011122899672.55,9304064983431.58,9705228105477.89,10190505047643.8,12373419899037.5,14340678432733.9,16145940441487.5,16894417210257.8,18979337151826.9,20070643101597.3,21588557317920.7,21755213444014.7,23418814469781.6,26009088614424.8,26232597312320.5,25783724902445.4,25881163614871.4,27185833341208.6,27754366209042.3,27478716759912.5,28653570606236,32118969996965.6,35763809661306.7,37825498840235.5,39962304329650.4,43760927781949.9,46623202312258,43669720512307.4,45752167133310.7,49400951947041.4,49426119717934.1,50047896627312.3,51126000506570.3,48258374724904.4,49298560658248.9,51558534599568.8,54815581180361.5,55289237589071.7,53699833079337.5,59445422597098.5
Hong Kong (China),HKG,GDP (current US$),NY.GDP.MKTP.CD,1320796651.69,1383681651.14,1612346412.26,1935298266.45,2206466461.26,2435078534.03,2489845016.65,2692474989.13,2716964388.42,3189740055.14,3800766535.62,4476001946.01,5710107420.14,8030117555.62,9388663645.76,10048022369.91,12876366008.81,15719433719.43,18315007365.97,22526035940.59,28861759209.02,31055409443.04,32291306281.82,29907091339.54,33511383985.67,35699543050.78,41075570591.93,50622571586.11,59707404560.59,68790369107.3,76928290841.87,88959620135.89,104272278634.73,120353947980.76,135812069768.65,144652912433.1,159717233621.66,177352785419.98,168886163221.57,165768095391.56,171668164082.56,169403241524.34,166349228737.39,161384522525.3,169099768875.19,181570082162.19,193536265094.36,211597405593.87,219279678430.16,214046415026.19,228637697575.04,248513617677.29,262629441493.48,275696879834.97,291459356985.34,309383627028.56,320858250776.19,341273289534.47,361731070995.73,363052489184.4,344881400505.34,368139247671.49
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,3097242093.2,3544281976.3,3968160046,4043894878.6,4266503525.6,4476697184.85,4915311846.5,5278120712.5,5677828959,6190521241.5,5902717091.42,5432344901.72,4923009551.56,4648668478.57,4943700431.07,4926728932.95,4642280682.14,5347445005.21,5215028986.49,5737099650.19,6366340265.88,6414520529.62,7186650135.44,7651174661.43,7858235333.48,8230387552.23,8869311410.95,9757034456.76,10917481688.47,12361257680.56,13881701033.65,14587496229.18,15839344591.98,17710315006,18528601901.32,18499710127.84,19756494434.7,20979767785.21,21717622071.38,23136232229.61,24067778953.84,25089976946.77,23827840809.7,28488668301.64
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,17360551605.54,17810256435.98,19383483570.07,23386439657.72,20892307285.72,24400739742,26571468986.92,26028372497.73,27543450553.61,30606053416.56,32080189239.18,34542740167.97,37622082870.96,45504435627.6,55470443839.81,63372321893.33,67284966318.71,79103966752.24,91379771759.77,102149223349.08,110546612986.62,107572426355.61,106872165425.03,102405323314.35,103107736516.39,102559075903.39,117830853108.47,129687584662.81,136710916345.08,139565492418.93,161312180661.07,174925139193.93,131774497712.5,136738570690.3,116104380252.11,135525141305.87,146912874514.07,152989600837.89,161880564029.34,162648079835.8,176448622410.7,171532830444.69,184656537425.99,209038742819.8,240959217921.91,276891783723.46,326495716123.49,391474804964.85,465585740785.73,470851143295.55,520218298652.4,583029263320.14,604866547388.92,673156514396.16,715228883440.48,693546549509.43,728868758296.96,808758193981.08,770227091403.54,797617929913.55,803283582149.53,894494280734.03
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22717081924.71,24075166261.38,24091170702.56,25792876643.51,23677307509.47,21839780971.03,23273640257.2,27074550257.81,34985749883.42,41958833541.1,45780237257.19,50860788253.22,60542673502.53,70750646248.06,63084004705.08,60426018629.3,63169910822.13,57192346923.34,58889082315.34,58330289756.69,50163192883.15,52295158344.25,56214427431.2,62247874948.82,62246206340.55,57203783203.03,67837788543.59
