Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,84505840123.94,89564538264.04,98133168723.77,100055914613,110927451702.95,119245935972.36,131287867479.74,133958293745.31,143783099604.49,160653768104.86,175225383877.3,195450859765.61,219829013567.61,292394772311.13,379050061887.83,397543570770.16,436006497410.31,478837872616.15,542931886616.67,644201252380.35,782817432463.03,894411286990.17,829143097706.8,726335251438.11,726499438661.54,722728037238.73,722904638280.13,761767837563.18,851043429934.79,928603848933.18,1107682140920.54,1189292445272.7,1298556213180.95,1506853613634.97,1768969373175.15,1921435596461.19,2079618482748.94,2280063264110.54,2300354306601.39,2075808797747.77,2292336726313.52,2243159956923.05,2014060690651.85,2055236487509.02,2367797581807.1,2862667126306.85,3351007642961.63,3948251887557.36,4589904722161.5,4312882645480.79,5347115052556.75,6085992033660.94,6150577638703.64,6302260334241.2,6425925127988.69,5369841659812.45,5247934472432.74,5830760733039.75,5701842678618.31,5623606841400.31,4743154434209.72,5488720386464.9
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,113592360183.92,113178767928.21,111889101566.17,106626397722.69,106514443682.29,111607277671.61,120056252432.77,132031485022.06,145373702367.8,157044087261.32,182238951885.36,195447461626.87,147388890179.11,147663129114.32,136616305607.8,156466495748.53,172516421776.84,181460778662.92,184596819497.53,189507124401.77,217430636754.84,212458828366.42,230476293316.38,258311200706.1,298707684795.96,353144128094.06,409540836095.09,491630473870.21,599765492921.16,604037425038.89,686139144974.08,796490512262.2,837472392285.69,912825118463.96,981404159747.84,949727385691.62,988284685140.62,1103873572550.27,1087620246478.49,1142304121430.5,1162000059176.75,1272906946634.44
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,19741653042.34,20897885536.06,23878188052.35,24704055289.23,26917142087.45,29415415327.37,35215668080.85,44132106654.24,50449989531.66,53491003282.79,62072303960.96,69726074173.02,77341969225.1,84179626092.53,86283595254.54,87866778169.06,85110546967.22,83629172334.31,84188536380.72,96221839437.62,111710470004.63,101660894889.68,112343027820.42,137462379562.09,154533289024.66,114087867265,119531542808.14,118299835711.14,133132234671.11,146937865859.93,158386315680.01,161468547986.11,163990344298.61,191364834842.57,191713733620.69,205306468042.37,224696727885.03,264096353301.26,315877547388.47,369570883163.47,443730997460.07,532646513829.15,542943742640.66,613154883985.62,461376793898.54,437977409270.64,449878650135.62,480290463938.97,474997750204.31,470793414270.4,527246970766.45,453567578538.2,479642679708.75,481025300269.27,526277736196.32
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,90098330.67,104888628.17,124941925.01,165930611.73,193983720.46,246387479.18,272493879.02,303496276.26,436918176.73,503180669.99,534701915.62,511658690.56,522090331.48,524034109.86,502617355.41,529078995.56,779365167.6,1052843347.64,1161757671.02,1120000916.93,1421466239.56,1484152022.32,1631197909.26,1673104493.77,1948118227.68,2428461395.35,2504033252.43,2298410390.68,2479721340.87,2664026095.06,2483953102.79,2491822706.8,2688630822.53,3070691319.52,3454362685.97,3659251525.86,4000239272.61,4601299566.81,5081432924.01,4504549214.23,5082366478.09,5739977477.48,5456009384.66,6391735893.84,6657170923.38,6268391521.2,6237264055.21,6474256118.61,6692504346.05,6427248943.45,,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1409873949.58,1444327731.09,1434156378.6,1240672268.91,1309747899.16,1698319327.73,1751470588.24,1859465020.58,1801344537.82,1965546218.49,2296470588.24,2369308600.34,2553936348.41,2875625000,3574586466.17,3791298145.51,3591319857.31,4104509582.86,2733183856.5,3364611432.24,4024621899.58,4415844155.84,4768765016.82,5167913302.17,6043474842.77,5978460972.02,6405210563.88,6682167119.57,6978371581.26,6987267683.77,8032551173.24,9000362581.58,9703011635.87,10338679635.76,11717604208.82,13029697560.98,13897738375.25,15091913883.71,15794972847.17,15656327859.57,16330814179.98,15749753804.83,16536535647.08,18881765437.22,20662525941.3,24405791044.78,28279814924.59,32350248410.82,40713812309.73,42066217871.53,56725749221.9,65292753005.47,68434409315.11,74317806538.36,79356449840.58,80604080688.58,82401038709.54,87428128123.72,87963042340.77,83902574442.8,80969683537.45,84518830392.62
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,91051691348.12,96427131270.48,97978908295.91,109077850457.22,122476594969.12,132042678170.47,121144755265.22,129448724594.55,139451065466.12,154870279794.83,171623084773.26,181069146770.95,197102118097.54,242586844981.73,323544944611.7,360233117358.05,401049308290.15,461844258429.23,509276745802.06,585455314315.69,710907102384.63,855541296755.03,880945231672.43,871356345905.67,860783623792.4,917245203555.42,975995621995.29,955327139598.85,972633173550.66,972110409902.14,1047869551725.56,989260169626.16,1039038489232.49,1046851950149.48,1128027697089.82,1280790256824.56,1432365318378.97,1465410291087.96,1338625745443.16,1445505061993.85,1520346575348.65,1553825212627.47,1661617328789.05,1907332353112.03,2209978593416.25,2564416118079.36,3035036099828.57,3726218683854.9,4219794226615.26,4295939645687.15,5246900710108.43,6031008465910.43,6329151640687.13,6432753018623.34,6682831969457.04,6525989100013.56,6885317061857.85,7396385303040.09,7541059240415.66,7894761632394.7,7585548465069.87,8683293482839.04
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,340510830935.51,327573704284.64,336199961706.77,363552429876.24,407203424264.16,450283206433.34,466959405732.09,478503156192.34,505183751289.02,564900120512.34,619514351203.73,666974784145.89,746282036241.21,950341873312.9,1207001795031.9,1336168758750.07,1434458242342.78,1611951155912.81,1748646423340.38,2074404783018.67,2442632451945.03,2743022495621,2703914705035.44,2612889292296.22,2641515741402.94,2746284064419.52,2850540003360.38,2944697843696.52,3130040477422.62,3254339595539.06,3750941357863.12,3629531279642.55,3748472681845.14,4001217916505.26,4389198172545.04,4950561339898.63,5427629004911.57,5745768683400.66,5561977369720.78,5447032994871.06,5953459630148.95,6008129525499.59,6158909850504.48,6937667685211.88,8234420380683.03,9802637417721.85,11629105744344.4,14360291313346.4,17182795394157.1,16808085421067.4,20449643438266.6,24135693834211.3,25680357132455,27188300106079.8,28100455731233,26661349279436.3,26902975428802.6,29564640715524.3,31299342895042.8,32061336323529.7,30913851917481.4,36315909953199.6
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,34579308.41,35699286.01,41859162.82,47039059.22,51938961.22,54878902.42,56698866.02,59260814.78,61444771.1,65966680.67,68738625.23,76482102.91,80915831.92,121181556.2,150846210.45,149560513.86,147654093.84,193307267.71,266559337.63,290142517.81,431561376.48,434188034.19,348746822.62,386699308.86,333158476.24,268626912.55,318862888.4,402774852.65,470389179.68,495404888.09,596415104.55,704329192.77,831033941.09,835592802.28,878250450.6,1001889856.91,946123275.88,997996028.65,928458205.96,912771290.61,887295267.88,825706961.24,775780697.68,1157832934.55,1511236655.52,1682350934.85,1800105589.6,1682016947.23,1766825412.77,1740830510.87,2234731973.55,2579421686.25,2477702252.8,2367113170,2441053175.71,2359759799.04,2114020380.42,2306185361.15,2514146887.92,2451257578.69,2250717718.47,2518468891.04
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,191871240299.82,177782901812.64,181100362913.97,198228865304.91,217638283202.08,244568685176.38,272430223906.18,273832616723.79,278694342633,310796925108.66,353673163530.6,393170929920.26,451702925739.57,582144797768.96,684807178215.33,753236248447.55,811991533792.22,941855142673,980040910310.89,1165641151472.06,1332883988803.51,1398488571308.15,1422480066661.44,1307145385359.31,1365046109829.1,1415322660052.69,1500949037619.91,1579488993402.94,1724525858441.84,1824415239534.28,1960684659399.57,1974972942195.95,2011133647567.97,2093878266810.99,2433508919307.64,3016002804845.28,3326988850739.28,3483802673022.48,3353761461282.86,3099152027738.86,3403353395616.98,3517996155226.73,3728990971796.24,4248163141419.11,5106551822817.06,6162350434645.05,7437176026139.83,9370214649697.74,11649120799525.2,11256164141974.4,13540280737685.4,16498551262762.4,17649552247547.1,19020336554220.1,19748300821653.4,18517662625473,18570802137230.1,20609641582561.2,22593028676199.3,23026354774547.3,22470885208733.4,26594255163051.9
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7867140395.34,8382519637.46,10118631851.53,11239547690.98,10971583944.76,11524776866.64,12237388001.73,14259781159.01,18781721376.2,22627507451.56,26097677571.84,30183575103.53,39697891351.94,47797551587.88,37388122046.15,37128694028.24,43535051482.39,42927454291.48,46523420074.44,48533659592.17,41435533340.39,43047309305.74,47758736931.78,53750911865.69,54697379017.33,56546957475.49,65503849704.6
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,703925705.94,704145671.35,741509480.8,791140595.77,903158753.94,921600736.3,968440149.47,974721762.54,1066447130.82,1234878980.5,1457768455.02,1518773421.38,1901697369.63,2609875802.11,3183637116.82,3123333333.33,3423586206.9,3789321328.08,4718539772,5516982663.73,6019805490.41,5053665797.48,4602316793.22,4524217751.48,4438435492.88,4577211767.1,6685595087.59,8320902215.02,9418167855.18,10037674037.67,12778792853.69,13834219728.29,15518702634.88,15925521222.01,17701798890.76,20853093869.73,20895314657.98,19563836265.22,20150053345.19,21899317598.84,21230182989.3,21387533703.23,23649833332.17,29667268248.13,35064843792.9,37672280120.48,42910146296.06,51587401415.79,58844277701.53,54467289897.56,56213985987.42,61696281326.25,59776383527.36,65203276466.98,68804811897.64,60071584216.14,62216885435.95,65712180342.98,71285019397.41,70195715495.51,73353132793.71,86710803337.1
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789128636.62,5975248851.45,6527926445.68,7166275467.65,7533788133.56,7958852838.93,8362398701.59,9557031605.28,11771975156.81,14435700533.37,17003459863.1,21570076498.62,31054350977.98,35854274228.91,26410909090.91,23956163076.56,27474380566.27,28169902669.38,30204783461.85,31386896487.04,27263090547.06,28083597512.48,30483806017.83,34429023435.02,34308783825.3,33645460617.24,38872546228.57
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,1142503774.62,1133008225.93,1304353236.93,1362079311.9,1532097039.88,1957726784.69,2288759545.31,2705659766.74,3246477995.26,3765226190.92,4914391079.11,5665570560.77,6311194301.72,7046110595.15,7176892950.39,7267563602.62,6797764074.8,6547629474.84,6774193548.39,6860272608.45,7371723056.24,8246521717.45,10643215078.16,12160002995.84,14874147024.27,18439876056.2,21027044550.57,21587740941.6,28241858488.92,36845925519.44,43189526777.56,51536304807.68,54903031137.71,45047964934.25,45070605746.02,50440941938.7,55284360483.12,55204758069.51,25586111076.34,29905190181.75
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775875857.93,,,772921756.35,,,,,,,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2037150716.33,2025689536.61,2379606422.29,2657247327.34,2798339768.8,2948325264.3,2876395613.08,3046339294.54,3271415868,3651615453.02,3956328426.04,4356633663.37,5074117544.77,6242177798.34,7675408485.51,8984824182.6,9584323309.12,11049896742.39,13236854105.17,15912133569.29,21728770055.38,17788171722.44,17692341358.13,16251460689.33,14824728528.46,14991283215.74,19462175321.82,21765261041.73,25705296183.5,26314220188.03,30180108561.93,32285388165.3,33711069430.78,31655473663.83,35604137422.58,39030285468.38,43161452678.44,39147844526.08,41806219378.62,41632027599.85,38857251336.34,39459581217.38,42236836820.62,52064058833.97,59626020162.38,62343022650.87,68640825480.92,79041294874.46,92507257783.57,92897320375.82,93216746661.6,101370474295.11,98266306615.36,106825649872.11,110081248587.37,101179808076.36,103311649248.02,109682728023.11,118096227400.09,119870439113.66,114725065285.15,132725261467.43
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,293073868.04,327651487.97,402460333.25,523552815.1,563939670.68,711922994.26,735339911.92,811250927.39,1000535735.38,1209898293.39,1378130995.6,1205166025.48,1143229071.83,1092551781.04,1037314956.23,1082851076.5,1515209588.21,1839095595.29,2000674667.14,2010116851.24,2481316053.97,2480598883.85,2737192565.06,2574302409.08,2720310018.9,3130462610.07,3137673291.45,2840175545.07,2934498443.41,2906093756.66,2647885848.54,2718868306.01,2968987019.23,3601321064.55,4137913500,4203084193.51,4582988332.71,5867916780.73,6476490405.74,5451653237.01,5367625613.15,6088808463.25,5743029680.07,6555983530.35,7069616048.89,6261622101.41,6472990923.18,6431314957.07,7194024563.06,7383745662.15,6816219303.26,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752979926.41,1695122173.91,1930081168.83,1698717504.66,1170782957.37,1288429391.8,1480673594.06,1661818168.42,1980907434.77,2598249555.9,2988348836.47,3408244549.2,4401189466.14,6054849884.53,5439422031.4,6974982392.67,8414351671.96,8709138764.76,9496717702.45,9510198961.57,7745241912.95,8071469355.25,9669741744.22,11457443185.05,11971345002.78,11859730543.55,13679221333.21
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,673081724.08,699161943.86,739286906.86,759345862.98,802482182.93,833563472.17,900264583.7,956436931.15,1031669636.37,1056391054.54,1111859569.76,1199507629.99,1341590681.58,1653062347.35,1917508190.05,2283049233.3,2181844193.94,2358930406.4,2669755115.52,3463565881.41,5201818348.91,4759333969.82,4784977348.94,4686457013.1,3905938480.86,3802557894.87,4347989798.7,3212900560.77,3189456961.31,3175638332.64,3931334870.67,3254713056.02,3714967007.19,4063298919.29,3522226902.76,3838101052.21,4931861239.08,4262965281.58,4401967499.26,4277903780.29,4629247090.98,5438332738.1,5351701534.16,6372498719.85,5064732715.73,5859269849.15,6395712392.24,8524620739.24,10725137930.83,9616879571.46,9982711338.12,11551819617.63,11578974887.96,12423555269.39,12522957228.18,11323020828.58,11848613735.19,13176313593.55,13614412550.88,14191911512.05,13225591803.62,14637400395.69
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,42463576.16,44781456.95,47911119.78,57829787.23,109503546.1,127190757.96,141882254.23,141223029.38,168514513.38,189514434.24,215043969.85,244396761.92,284874919.58,322417837.16,356013395.71,398988954.97,450382327.95,508223602.38,540096397.62,589239753.61,624337145.28,870030468.63,897031250,1052121054.69,1226829562.5,1163362437.5,1575200390.63,1868383460.94,2271646187.5,2345294875,2588176054.69,2774351760.03,2886170571.7,3295011381.75,3697351596.84,4109424799.72,4379136461.83,4754175869.24,5300962659.51,5607762625.15,3742769967.43,4889666931.64
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,44425424089.71,49164893255.23,55582823710.41,65781993990.56,79687086013.83,107907687261.73,201523288248.79,222828199360.91,281690014358.9,327513058375.06,349638130767.77,458974955045.48,594416883178.42,615463717669.69,614555917352.17,622070642483.38,634349949211.77,650889057869.13,668547476660.08,615589157376.8,583498501058.6,605930556170.15,800911182301.33,560573035816.55,612529655573.13,621840913800.17,655962738349.15,739588171284.81,836065935091.98,879599564823.74,860090776101.31,933774267097.14,1046434254191.58,1041162611078.13,1035735994858.66,1148509587284.79,1356617397186.67,1632556868277.27,1913154354527.16,2259541581662.47,2817287513953.92,2544722519108.03,2973064856620.78,3355720924936.76,3614568535814.05,3553161343517.32,3569382045547.03,3140633464178.65,3168626876840.16,3296304700286.03,3459086397885.49,3465217350186.81,3106899915587.77,3636731834007.36
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13040000000,14160000000,15200000000,16960000000,20080000000,21840000000,24320000000,26560000000,29360000000,32480000000,35520000000,39200000000,45200000000,55280000000,72000000000,88000000000,89025974025.97,81814159292.04,102500000000,134561403508.77,205139086956.52,263959336734.69,184609157801.42,156159198584.51,184261495828.37,195219789801.48,134550096436.74,147540738281.82,181611549975.8,221400669713.59,261253582805.95,313142768453.49,363157598242.27,500736065605.34,527813238126.28,360073909243.86,410975595310.16,500413483109.18,526502129378.28,600232874042.93,707906744574.64,756706300589.79,772106378935.38,729336319677.45,782240601984.76,877476221382.1,975387131716.09,1052696282278.87,1109989063586.62,900045350649.35,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222408203104.3,1269404276770.7,1087117783073.31,1293037866360.17
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,110705600,112279400,114326300,115347500,122824000,131738200,131398500,132440200,136559500,141515800,148346700,151898900,149769600,160407100,172188500,180436300,184840400,182142800,183814300,201510900,213204100,221588900,239462200,244462400,248665600
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,327378981822.73,314173335222.9,321013253494.4,344193246943.04,391811479359.99,432030821558.21,446883331367.87,458927285619.46,484458269063.39,541194915414.76,595057671653.29,640314400907.24,717174799695.99,915585364123.46,1163470529240.25,1286335356004.07,1381649556808.12,1550587300954.72,1679617913508.88,1998049876111.16,2359819150586.12,2658380761768.63,2617468560265.29,2529137381694.21,2559429661755.67,2663888085881.87,2755640359635.32,2833272172876.18,3029629891960.18,3144259697220.85,3617243568343.81,3480975951530.28,3636715025641.48,3883993391000.67,4272198611798.94,4818866849737.52,5282365361581.18,5589439201143.07,5403317322873.33,5286380854405.08,5766960018193.37,5821190509331.12,5959340912114.52,6718932605968.71,7977201612689.87,9495060593109.65,11268988246212.1,13927269541808.8,16663092773554.8,16278881812380.3,19850871604565.5,23678382697159.6,25244100594201.5,26739563342646.6,27621943655332.5,26188792677442.2,26434313003919.9,29040121195033.7,30844577555857.3,31581053756606.8,30433799984879,35785944374024.4
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699646643.11,4938775510.2,2436849341.98,2682456896.55,3559607241.26,4707036096.49,4642018353.67,3912986090.97,3765747304.99,3863621185.97,3772857145.02,3709637829.95,4018365247.44,4946292774.79,5682788267.13,6258600713.83,6861222331.96,8336478142.09,9909548410.83,9401731495.72,9407168702.43,10494632699.39,9745251126.01,10817712138.95,11362272837.88,10064515432.03,10672471860.72,11307058382.34,12683070061.47,12606338448.55,12116981815.23,13879269151.57
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,275494477.82,343771973.33,339913866.63,359772315.07,395218629.37,486617279.36,563683703.17,538747340.77,830710613.86,939228016.2,1049838549.96,1222702571.58,1595422953.68,1759691182.95,1538972426.91,1333754226.22,1297765325.82,1232932104.67,1392196048.89,1852163455.54,2090629984.18,2169040604.51,2181821905.94,2681912149.15,2724131460.11,2830673380.8,2818281080.11,2081846499.04,2706425157.93,2780422047.73,2697105821.83,2920358712.65,3440724707.81,2961484953.73,3468337941.09,3908121309.86,4714071978.29,5454249122.71,6247515892.3,6905934219.29,8156468818.01,9838403090.96,10231962382.78,10689168011.44,12995112698.01,12442035328.04,13242690790.06,14364937127.7,13104764378.71,14026048334.21,15365713059.11,17070867577.67,17280250805.22,17465392779.04,19143741503.15
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,250721821.55,264579879.78,295118249.32,345602025.38,376094108.48,474620439.58,527936988.79,625573345.53,793675169.88,1001300838.32,1250242107.88,1243469360.57,1234518125,1165771369.01,1101828568.77,1117835285.51,1435079200.35,1751247763.42,2019474244.19,2118574772.11,2547163582.33,2750041434.26,3021910216.72,2709178326.78,2998570146.54,3720400535.02,3822882801.33,3793418418.42,4010571223.34,4121350731.81,4069515579.07,4088368978.35,4470446391.45,5448415500.17,6098092551.07,6416184181.07,6778324049.68,7925371475.5,9090406767.25,8696366907.47,9035932122.5,9638916481.07,9462238211.49,10551661176.78,11626281387.01,11091434483.52,11668286794.86,13505056441.52,15301279478.21,15719500920.54,14917038504.29,17189730469.56
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,,584351384.46,612517344.76,659976659.6,475197381.87,402619413.65,317816209.97,328182434.54,531186357.41,551379225.91,578992638.83,559378375.68,634525053.1,667038769.09,1000557949.59,1128484859.03,1155595925.09,1000350726.87,916914661.35,919525191.64,1010596805.48,1064867669.39,1302701536.67,1427209835.8,1354699245.07,1310837294.26,1590096758.97,1448003803.86,1392547742.83,1674823310.86,2036373522.69,2137184858.04,2216072577.11,2809748387.1,3821535779.82,4879257847.77,5759624742.27,5633070602.54,4613071494.63,5643818689.48,6849321645.96,6220270632.34,6110632857.67,7754647428.07,9390855297.74,10588433068.85,11863016315.29,15591182544.71,23013015832.1,29455165594.69,37796052938.73,54118601974.79,58318677644.95,60572257122.3,63264892768.37,63045305229.1,60291736893.94,61449392056.15,67144725830.58,68697759361.23,78930257227.09,65067808984.68
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,23810561532.29,24818595393.28,26868450259.32,29559954296.37,32796053519.92,37041383287.55,42465895767.04,50670955869.17,67263577202.27,102537620193.72,119311352648.65,147273268494.06,170439112811.21,183192593439.02,228496791098.88,273628597467.77,267035473642.84,306278910030.59,344206010239.06,364417114036.53,397322228082.28,446508813443.3,390483593666.78,358477809926.19,360488214016.18,507139807872.79,262770938785.45,289371637240.77,297115312194.62,318544655265.22,371194030846.82,427896468010.39,452410538638.59,461255140911.52,501592716549.26,532013694132.4,537954639517.42,523457403293.93,571741701363.92,679294294233.75,802026607192.62,935062242594.6,1140406549025.21,1406932702176.41,1370339352774.7,1580131074094.67,1633765729302.7,1757061656602.17,1616323385620.79,1592380458099.95,1430990382384.9,1467437712248.72,1455193787706.94,1380524947470.91,1391982940489.58,1263840405685.41,1455921395695.44
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984297589.36,1159869245.93,1284685050.52,1707710053.15,2073234417.68,2257174480.79,2721903148.91,3680711743.77,4545674527.61,4159330369.55,4143033275.88,4544516982.18,4087725812.67,4465771672.62,4593852089.1,4054728172.94,4376929571.63,4856602178.63,5506944403.3,5542201150.91,4780722121.96,5809170961.78
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,2310099100,2552401933.33,2725736633.33,2098734600,2186505475,2896178866.67,3020611600,3204461566.67,3576966800,2560785660,2379018326.32,1317611863.85,768401634.15,925817092.22,1452165005.24,1345719472.36,1180934202.84,1124440248.98,1057408588.68,1136896123.61,1267997934.31,1396555719.97,1595297355.78,1992066808.1,2523471532.01,3414055566.11,4234999823.31,5623216448.87,4583850367.89,7189481824.07,10409797649.31,12292770631.2,12582122604.19,12226514722.09,11619892396.08,11181350461.47,11480847745.32,13178094459.45,14206359006.81,13312981594.57,15098022828.61
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1302000000,1182000000,,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3633406064.83,2639953230.55,2729550591.09,2796549978.47,2899922841.66,3856799844.16,4648832184.07,5263877520.08,5976408043.77,5656473652.41,5398568543.63,5677003239.29,6303391143.83,7631120533.36,8542070109.71,9176889070.42,10450843291.29,12556195188.6,11914471497.15,11104649065.16,14381552466.6,16350813486.99,16974314296.22,17716091057.27,15950979333.16,11936993086.96,13219079497.71,14845400592.67,15390031040,14028811071.76,16095828896.63
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,,159213140,164271590.84,168186331.27,224495789.26,255340526.74,266533659.15,282615367.46,311396000.32,295062138.07,309405316.06,335569088.72,391669449.25,493237544.36,613010958.15,703378653.36,775046377.59,799029666.59,804629876.76,951900945.21,1047924649.12,1105495368.38,1108776010.25,1165170625.65,1074373735.45,1009723326.32,1186628778.51,1344665270.7,1414951854.09,1450647019.18,1506914407.82,2133688270.32,2164292208.17,1847350611.72,1944876755.01,2091731420.69,2132081881.91,2072001066.82,2032345831.83,1985924386.91,1779523344.34,1746064718.79,1777058592.99,2051147606.74,2362501023.24,2936019525.6,3919577285.93,4346206808.54,5206444406.66,4714592492.93,5628878865.99,6764627665.69,6728208836.22,7223071177.16,6592537781.82,6166863960,6398747531.6,6800135961.61,7352533585.59,7889655284.47,7915985513.7,8227580740.5
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,704033525.41,823634464.91,1015365145.3,1211141231.12,1131788191.51,1142393554.52,1078408829.62,1090276947.26,1040557089.34,1076121094.38,1462900255.45,1880852914.23,2134517067.65,2181930254.82,2653480001.35,2856890680.6,3224267547.81,3263368410.02,3558137040.38,4040345933.29,4421943910.5,4187367601.73,4169664285.39,4343710332.81,4663313620.02,4613630622.78,4841310239.64,5816553826.86,6578844486.06,6488750452.6,7028803365.7,8150138757.16,9990370016.31,9128843109.16,10003670690.35,11518393367.24,11668685524.13,12129642296.44,12803445933.59,11692287066.38,12232463655.57,13259351418.45,14181951058.51,14045808843.22,10926820603.4,11156657769.7
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,162956740.87,174576508.47,183116337.67,190816183.68,194736105.28,229455410.89,260394792.1,269814968.24,245169806.79,265810632.43,290531621.26,365386929.84,406062874.25,444281703.89,548621017.59,613220652.93,670317634.17,806290840.62,949034016.83,1058269065.98,1237655461.15,1237685691.95,1180104216.01,1223186840.31,1208008985.43,1131347798.27,1183654827.79,1183094127.77,1379924257.21,1590215582.53,1880771556.3,2203545856.67,1799517081.56,2070636935.59,1181802596.03,1397457932.31,2281034131.36,2663234933.9,1750584265.29,1775921718.11,1743506531.33,1716502862.3,3495748397.63,3208837077.25,3476094498.88,3655909664.14,3998020176.67,4432937045.8,5321012192.34,6191127665.2,6959655570.89,8004000737.31,6028487928.83,5518880768.58,6047813437.32,6373212640.85,5433040159.89,8943543677.19,9880676218.83,11025370768.81,12172128469.57,12626718073.74
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1916241996.6,1901868548.28,2001502678.69,2510126747.68,2674441395.53,2956356984.19,3143538481.64,3188945511.56,3330393309.81,3664575983.27,3864170913.37,4244340333.52,5043268548.73,7662996766.67,9496074114.08,9298800799.47,11050125904.94,13139397879.17,16358376511.23,21213672089.2,24488033442.05,25004557093.88,26804401815.53,30346788437.51,33943505717.7,31200161095.45,27734562640.43,32181695507.22,35271880250.5,38848567631.42,44024178343.01,49143148094.27,59167550162.96,66894837030.42,74478356957.78,88705342902.71,100855393910.49,100005323301.87,72167498980.84,79148421052.63,93789736842.11,92783947368.42,100845526315.79,110202368421.05,124749473684.21,143534102611.5,162691238209.48,193547824063.3,230813897715.69,202257625195.06,255016609232.87,297951960784.31,314443149443.15,323277158906.98,338061963396.38,301354803994.37,301255380276.26,319112136545.44,358791513221.48,365276379480.99,337006023789.7,372701358820.26
